79,1002,18,29
49,637,99,240
19,2337,16,26
20,1454,10,16
81,331,31,49
48,827,35,50
13,2105,27,57
49,1163,26,41
82,2278,16,34
91,1375,14,22
35,1022,13,22
15,1452,20,32
83,89,4,8
13,758,19,30
42,1187,19,29
9,861,19,32
40,2278,9,14
32,1012,15,24
91,990,15,27
85,2147,19,31
69,2406,16,28
24,1065,20,32
40,1168,22,35
81,1575,14,22
42,2111,8,14
74,1080,28,44
62,1384,73,79
39,829,39,82
49,224,99,320
46,1077,17,28
51,1602,30,47
9,290,6,10
59,2405,17,27
17,2047,34,100
46,558,5,9
55,948,16,25
60,1559,29,46
27,398,55,105
25,552,14,27
14,2703,17,27
77,1762,10,17
12,1316,5,8
12,1618,18,28
28,2228,7,12
87,1156,18,30
22,2718,7,10
65,1632,21,33
39,872,14,22
92,306,14,24
8,2316,9,14
7,1700,15,24
92,2309,13,28
50,589,16,26
64,483,14,22
66,1831,8,13
28,510,23,37
19,973,14,22
88,1295,13,21
85,1507,19,31
60,2315,12,21
28,2104,22,35
54,1352,7,12
41,1313,19,31
49,1501,18,29
75,1974,24,38
24,1398,27,43
37,1906,4,8
78,1202,21,35
49,2245,99,208
38,1237,64,171
77,2532,26,41
34,2100,16,27
14,2538,5,8
71,2294,23,38
19,1031,39,73
57,1215,17,27
9,209,13,17
51,1865,20,31
66,1524,48,76
86,2153,26,46
84,2692,12,19
75,2210,23,37
9,202,18,32
62,1491,14,22
39,790,12,20
25,896,23,36
71,608,6,10
45,2460,18,21
90,596,10,16
13,1377,15,24
44,949,54,87
83,969,11,28
87,2578,5,8
64,1991,70,205
72,728,16,26
16,1297,33,84
54,2642,90,216
53,2252,91,167
25,1867,22,35
90,2476,18,33
78,1386,7,12
64,1651,69,294
92,824,13,25
46,1911,23,46
81,1809,7,11
9,1110,18,45
78,1794,16,26
46,1249,87,266
64,830,16,27
14,439,7,13
31,1889,63,98
29,2237,15,23
67,848,8,14
59,1237,14,23
23,2449,36,57
64,2221,68,131
51,1324,10,17
62,609,13,20
7,1710,9,13
26,1225,7,12
5,2137,11,18
73,448,15,24
66,20,10,17
70,2289,16,25
36,2424,7,15
60,1667,12,19
72,2500,12,19
82,2007,11,17
18,1256,19,35
19,669,11,18
69,2677,19,42
8,508,14,22
25,1298,23,35
68,2365,57,90
49,1905,99,249
54,1252,20,35
49,1662,99,309
63,1408,12,19
67,1026,63,295
35,438,14,22
29,2384,20,41
84,1707,29,63
48,2632,19,30
67,2396,30,47
33,11,18,23
59,465,8,14
54,419,52,126
77,371,8,14
27,1988,5,9
50,228,23,37
40,2104,47,75
40,894,13,22
36,684,17,35
20,2014,26,41
87,678,10,16
50,2752,9,15
62,1226,36,50
53,1248,16,28
13,614,14,22
37,1055,11,22
42,1423,11,19
58,1227,43,69
65,693,11,19
72,1971,36,57
68,714,15,24
25,557,12,20
92,2389,13,21
61,1433,15,24
64,1555,70,291
8,1383,17,29
14,1901,16,25
53,2549,8,13
46,1890,22,36
43,1040,87,305
92,1395,11,24
85,515,19,36
64,1208,17,28
10,2590,9,16
27,2627,29,45
47,1535,19,28
69,310,8,13
80,2033,14,23
40,1157,14,24
52,679,11,18
30,543,8,15
59,2729,23,49
40,177,13,20
79,1901,9,15
68,1418,12,21
63,2661,10,17
17,1316,5,8
73,316,7,13
35,2044,20,29
74,1863,10,16
88,1405,18,29
39,1911,16,26
78,1947,12,20
17,2427,34,63
13,1190,16,31
40,1414,19,31
8,1787,17,29
58,2034,51,81
92,1028,8,14
87,2743,24,43
27,2037,17,28
84,19,29,39
31,2158,23,36
73,387,11,17
91,216,16,31
41,2776,11,18
49,587,99,255
42,872,12,20
92,905,13,29
34,1613,31,51
48,178,11,18
7,11,14,23
71,373,18,30
81,583,22,35
49,2742,7,13
90,2525,12,29
56,1864,17,28
91,1316,16,27
63,278,11,18
58,1530,41,133
27,1579,13,32
67,884,38,60
6,100,11,17
46,2194,18,28
51,305,39,63
77,875,15,24
73,2750,16,25
56,1714,20,32
47,2062,8,14
45,1622,20,32
6,2746,13,24
61,1341,75,238
59,482,5,9
60,950,17,28
45,2693,8,13
9,979,18,36
27,848,12,19
28,2316,28,44
31,1788,22,45
19,1020,27,44
27,2542,19,30
70,198,8,15
19,61,16,22
41,1670,7,11
13,2237,20,32
67,1429,18,29
23,499,18,28
94,571,7,11
39,1512,19,30
27,885,7,12
77,933,10,17
76,1271,18,29
91,2430,15,23
65,440,37,54
79,2164,12,25
33,265,11,17
49,2688,99,208
8,2612,17,40
35,814,14,23
63,1795,25,40
10,1228,20,44
54,2270,9,15
15,1739,12,20
51,1150,20,49
23,1774,18,29
21,1754,13,21
51,2518,96,195
85,2547,28,44
80,20,14,22
92,2740,14,24
23,630,18,29
12,2753,25,62
26,299,53,84
50,997,35,56
63,454,17,28
68,1824,16,26
35,728,12,20
31,1581,15,25
13,1415,26,42
49,2309,99,186
31,887,22,31
57,273,9,14
54,233,19,31
8,139,14,23
30,1277,22,36
84,1821,29,45
75,833,26,37
36,2433,23,38
8,34,4,9
49,686,99,271
80,1872,11,18
28,2131,21,33
31,501,19,31
27,1732,54,95
37,1777,17,27
65,1972,15,24
21,1134,9,15
87,2587,23,47
50,357,40,63
37,2622,25,40
5,1929,9,14
50,2384,9,15
77,2294,24,31
31,2238,37,45
51,1625,26,43
59,1844,5,9
36,2473,17,26
41,457,61,204
90,274,18,34
25,490,12,21
82,366,6,9
54,581,23,38
61,314,31,49
54,517,17,41
36,2075,33,51
45,324,9,14
39,926,5,8
58,1767,9,14
83,2233,14,22
41,2505,12,12
17,2459,11,18
52,518,12,19
92,1507,14,26
71,635,6,11
90,274,8,13
65,1177,21,33
45,1971,21,34
47,1132,18,29
20,583,33,47
44,2653,32,51
53,609,18,29
90,445,17,27
38,2028,21,32
15,1976,19,30
11,1809,23,38
45,378,41,64
49,415,99,253
88,766,15,22
85,166,11,18
7,165,14,24
37,1822,19,31
28,2732,10,16
43,1138,14,38
76,2618,12,17
82,1106,27,42
54,51,6,10
93,728,12,21
33,666,7,19
59,1351,21,34
91,2246,12,19
86,2657,25,38
76,804,13,22
75,1010,47,90
37,2228,4,8
36,2082,21,34
12,346,24,40
60,953,12,19
25,798,11,17
59,2645,80,293
53,2622,15,24
62,1191,23,36
20,1167,22,36
6,589,13,27
35,714,70,262
37,1418,14,22
79,1097,12,21
48,2332,17,27
50,2353,7,12
21,153,10,16
79,533,23,38
70,2596,7,12
47,675,7,12
12,1466,18,27
39,1471,16,20
94,2782,10,15
67,2466,9,15
72,1787,31,57
11,1161,17,27
18,144,18,30
52,2627,22,35
35,214,71,93
38,860,8,13
15,240,12,18
15,2085,30,58
50,1212,28,45
91,1779,11,18
71,471,11,17
49,2259,99,158
38,2728,14,28
77,85,15,24
67,379,17,28
15,234,9,14
69,250,16,26
33,2312,21,33
28,880,7,13
84,1667,7,12
32,2063,29,46
84,1200,17,28
82,1806,34,60
28,858,25,40
90,2205,17,32
76,1925,15,24
25,1769,13,21
49,1052,99,147
55,2542,12,20
49,2718,99,148
92,1088,13,21
88,1698,21,44
57,2118,34,55
64,2471,47,74
66,788,13,22
50,295,15,25
48,1581,15,21
8,2634,9,15
49,870,99,210
72,239,24,39
58,428,16,26
39,1158,13,20
79,2177,12,20
55,2752,22,36
33,1587,17,26
52,1616,48,76
61,862,19,31
65,902,9,15
15,2744,12,16
15,372,12,19
11,2571,22,85
47,578,9,19
8,1761,16,20
13,793,10,15
86,1126,20,33
77,1787,42,66
60,2424,11,19
11,1843,23,39
13,333,18,29
35,603,26,41
41,2072,17,27
54,2073,43,67
43,386,7,12
47,1589,28,56
80,2632,9,16
31,394,11,19
24,107,4,8
26,723,8,13
89,2667,19,40
11,142,23,40
35,664,15,25
32,1157,14,15
24,133,9,15
9,1561,19,48
15,1813,18,29
36,1237,7,12
64,433,32,51
49,1892,22,36
68,611,12,19
66,488,16,27
52,270,42,67
76,979,12,20
28,2197,21,33
21,1382,20,32
41,1969,7,11
34,485,21,41
15,2677,7,10
14,2080,19,30
16,2458,8,13
42,1684,52,82
27,2366,22,36
75,886,5,9
32,2190,30,49
32,2539,21,33
22,1225,11,17
26,1904,15,22
16,1566,9,14
78,1750,41,72
27,44,39,62
29,445,31,48
34,432,31,49
15,1872,19,31
46,82,93,164
64,1153,13,20
76,1033,17,28
72,500,20,31
23,930,12,19
90,949,17,27
86,1804,14,23
19,2711,20,33
71,56,56,113
13,750,26,45
71,1157,6,12
58,2114,51,81
73,755,10,17
63,1996,19,31
29,2249,16,25
49,2102,99,248
85,2773,9,15
19,43,21,33
11,155,23,54
49,608,99,189
50,732,88,165
25,2029,34,54
60,2467,44,69
70,2399,10,18
90,1182,18,31
45,2101,29,46
21,1847,5,10
54,2114,27,42
79,721,19,31
89,1383,20,40
75,2754,10,15
83,2084,11,16
30,1987,10,17
68,162,39,61
33,1806,10,11
27,2292,30,48
11,1784,23,39
9,1040,19,38
51,2228,96,128
82,1732,13,20
20,648,20,32
9,2549,7,13
48,240,14,30
18,2249,18,29
7,2346,15,30
23,1142,22,34
60,94,27,61
73,122,17,27
48,1225,20,31
49,2258,99,306
56,2384,24,30
33,589,11,19
58,2207,20,32
18,2592,13,20
52,551,8,14
39,1610,79,97
74,142,11,17
82,344,13,22
48,2449,14,22
79,1380,17,28
64,465,27,42
53,246,9,14
89,545,13,20
62,787,22,36
77,120,18,45
68,1640,15,24
67,1457,14,24
51,114,12,20
31,104,13,21
55,2476,16,27
89,55,7,11
20,1691,29,53
37,1464,74,143
21,766,5,8
12,299,13,20
84,1705,12,19
86,2438,10,16
19,2405,23,37
52,1218,40,64
40,944,5,8
62,1157,15,24
49,1801,44,71
5,130,4,8
58,161,15,24
67,2767,11,18
47,2468,6,11
66,2666,18,30
67,337,20,33
16,77,16,27
51,740,95,276
38,255,18,28
7,1627,14,26
35,201,11,18
19,1040,5,8
61,1639,20,33
83,1223,20,32
33,776,39,60
38,2778,8,13
47,1436,29,46
39,226,6,11
65,2145,20,29
46,2428,14,21
24,1689,12,19
81,315,10,16
89,2485,20,42
81,2714,36,78
5,1980,10,16
54,1825,10,17
86,1140,11,17
35,1926,26,42
90,2314,5,10
60,122,25,40
84,2014,10,17
86,21,17,26
82,139,11,18
23,2186,41,66
52,507,22,35
40,599,14,22
30,1114,26,42
80,2681,15,31
45,1889,8,14
20,1555,3,6
65,1899,10,18
49,171,99,289
86,424,24,38
52,2310,94,179
84,1925,12,20
86,372,25,34
39,1917,21,33
65,654,29,41
32,337,20,32
17,395,24,38
11,1073,15,27
82,1098,19,37
30,149,5,9
35,1154,44,148
14,994,29,51
60,1758,28,32
55,2340,7,14
68,1096,62,131
54,619,18,31
36,566,72,76
32,418,7,11
65,1837,10,16
58,2513,13,21
88,2120,5,8
10,2169,21,35
47,1766,25,40
33,306,7,11
51,121,58,91
29,1858,9,16
57,103,18,30
34,2633,19,30
68,451,44,70
43,1956,4,8
87,421,23,40
17,2012,8,15
52,550,17,28
20,616,12,19
64,11,16,23
88,183,22,40
86,371,20,33
74,1856,49,98
70,2566,20,32
12,2725,25,59
38,1710,20,27
87,488,11,18
89,2713,17,27
19,1416,16,25
50,1101,98,281
65,298,38,64
10,1286,21,41
29,2770,14,17
57,374,18,29
92,2022,13,21
90,945,12,19
54,339,22,35
39,1182,3,5
38,121,17,26
58,2519,7,12
66,2361,21,33
12,2296,12,19
60,2143,11,16
49,1716,99,184
49,1928,13,21
75,793,14,23
64,1005,19,31
55,1187,21,35
49,722,99,203
34,147,69,103
37,1057,25,44
89,1681,17,28
73,263,21,25
44,258,17,27
28,2440,5,9
73,689,14,23
51,1054,13,21
79,115,5,8
21,1300,17,27
31,1152,31,42
85,1075,15,23
36,1778,38,60
53,500,6,10
31,234,20,41
75,727,27,42
49,1562,99,251
8,1862,17,37
40,2550,15,25
9,540,13,22
18,2266,22,34
49,643,99,176
58,2223,19,21
73,77,19,37
53,939,7,12
15,612,31,65
32,484,27,42
83,2350,32,56
51,1557,5,8
65,43,67,87
74,2361,22,35
11,1804,23,33
60,595,12,20
37,2327,16,25
78,2206,9,16
23,2722,47,61
58,1645,11,19
33,2678,28,43
87,518,9,15
40,2463,9,16
41,981,19,31
95,1575,8,13
15,565,9,15
20,629,13,21
53,2103,25,39
6,1120,13,27
10,2776,16,26
72,1590,9,14
42,1447,15,24
6,1779,11,17
84,2685,13,22
19,65,6,10
57,977,29,90
45,1724,20,47
47,1761,11,18
44,644,20,32
49,1890,99,157
66,68,19,29
9,201,18,31
93,2305,12,21
76,385,11,18
84,1156,24,38
92,333,13,25
28,2579,23,37
61,1329,39,62
41,2455,23,37
58,495,12,19
22,2443,7,12
35,2653,8,13
64,301,9,15
77,1380,6,11
25,2304,12,19
62,2022,17,28
72,2163,15,24
26,2657,19,37
51,1953,96,197
62,1060,12,19
68,2604,11,19
85,1174,25,30
42,372,7,12
30,63,24,38
88,1984,16,25
13,1614,8,13
11,663,8,13
31,1818,11,18
87,1649,12,19
17,61,34,65
52,2229,22,35
62,1368,13,22
43,1924,24,38
32,2512,14,22
87,1874,24,50
14,1158,29,63
30,248,9,15
17,1627,16,26
66,2220,33,56
49,2122,23,38
14,1147,19,31
32,2381,9,14
34,1858,17,27
30,2061,47,74
49,2613,99,207
85,1423,16,26
42,511,8,14
58,2038,12,20
9,1532,18,37
23,708,13,20
64,1710,30,48
91,1540,6,10
46,189,93,298
48,2097,15,27
23,614,9,13
29,1800,19,31
74,1043,34,54
56,2038,68,76
41,2313,82,145
52,2544,12,25
77,785,16,23
72,1745,13,20
71,1027,23,32
54,2566,14,21
69,1188,24,36
40,489,33,53
49,2584,99,127
60,1478,6,10
45,2269,19,31
9,2349,19,42
64,654,17,26
10,1312,20,41
62,133,18,30
34,2102,9,16
64,728,14,24
31,988,31,50
91,776,16,25
50,1791,25,41
39,2056,14,23
24,2618,19,34
52,2044,11,17
39,625,19,30
16,2298,33,57
59,1610,23,36
76,91,12,21
73,667,27,43
18,1638,37,65
23,2597,23,37
83,1305,31,66
23,1069,12,20
79,248,19,30
12,267,9,15
51,2689,14,22
65,674,21,33
68,2134,7,13
49,1471,99,205
68,276,44,68
22,2179,18,28
75,1155,36,57
62,106,5,8
41,638,7,11
73,1085,42,67
32,497,65,234
87,1142,21,33
90,2509,12,20
49,1190,16,33
28,2580,20,42
70,2770,39,43
12,1094,6,11
41,1467,19,31
83,390,9,15
65,1732,29,46
66,2290,9,14
10,2263,9,15
59,2243,13,22
77,1453,25,38
43,832,29,46
16,532,19,29
81,1372,10,16
62,1545,27,43
85,712,14,22
85,1843,26,41
7,941,14,30
82,2677,28,52
53,1828,18,29
76,982,7,9
22,2421,13,21
44,1061,21,34
14,1580,29,72
77,680,14,23
90,1516,12,20
32,20,22,35
21,1429,8,14
48,2108,26,43
29,1907,5,9
38,911,14,26
45,669,24,38
73,402,30,43
38,1581,8,12
71,898,28,46
65,1047,23,38
77,319,14,23
77,1378,43,96
91,438,11,17
71,2227,23,37
65,396,18,30
57,1374,19,31
83,2235,31,47
90,2437,18,35
44,1090,18,28
79,2519,17,28
32,501,9,15
71,1029,22,46
51,2133,10,16
8,1052,16,30
26,684,9,14
52,1172,17,27
40,465,14,23
15,2492,6,8
68,2779,21,25
17,452,35,64
77,743,44,154
88,2706,22,34
22,954,18,29
51,2272,9,15
70,335,26,42
39,629,41,60
10,2663,21,47
74,1517,25,40
93,1570,9,14
7,2409,8,14
93,2497,8,13
65,1994,44,69
61,127,16,26
20,2534,17,28
83,1485,11,18
39,2018,48,77
73,763,18,29
10,2718,20,35
63,2718,5,9
91,669,15,24
19,2014,39,70
68,1971,23,35
64,1325,10,16
55,2170,15,24
12,2721,12,18
34,2395,68,257
87,2055,14,25
69,1780,6,11
88,720,12,20
8,1922,14,22
10,2588,21,36
58,55,16,28
67,1937,23,32
10,2125,18,29
34,851,13,22
67,776,63,224
15,1529,20,32
72,172,43,59
85,954,15,26
92,1513,4,7
85,171,7,19
71,1398,55,207
63,584,28,45
45,2642,90,204
39,1835,16,26
30,553,18,29
56,369,15,24
36,2618,22,34
59,1241,19,31
20,1355,23,37
52,1623,32,50
87,576,11,18
82,1431,5,9
71,1255,15,24
45,1209,4,7
23,1053,10,16
42,1778,10,17
90,1709,18,32
34,2390,69,289
23,2667,47,77
81,202,19,31
74,1952,16,27
52,910,18,28
78,2468,37,59
63,1691,27,44
26,1951,5,9
21,866,16,25
62,1886,27,48
69,1234,15,23
59,939,24,38
76,276,9,15
63,895,11,17
58,1043,11,18
80,588,10,16
94,1235,5,8
58,2625,25,45
92,2722,13,27
69,2579,14,21
70,1547,20,33
49,372,99,105
31,1343,62,60
88,955,12,19
84,1013,9,15
23,1584,25,38
26,465,53,229
17,926,34,67
12,2383,18,33
22,83,7,16
44,690,11,18
36,2174,12,17
83,849,31,64
53,1050,19,31
74,1662,22,35
21,713,25,39
15,1515,8,12
54,56,90,113
76,581,7,12
89,948,20,31
56,1551,9,16
84,2485,9,15
22,2255,44,82
67,1856,46,89
85,1687,23,37
66,889,13,20
78,984,42,72
74,1985,37,60
87,363,8,14
39,1414,7,12
31,1864,62,138
40,2510,9,15
16,422,32,83
66,665,20,32
34,867,18,29
78,56,20,32
73,1746,45,71
24,2601,20,32
49,1186,99,206
48,467,8,12
54,1335,5,9
86,2304,10,16
65,848,68,163
13,620,27,58
67,2568,20,32
10,1761,18,28
5,609,8,13
70,1474,12,20
57,2466,23,35
61,1627,14,22
9,2102,18,40
79,1451,15,24
55,473,22,37
16,1165,10,16
27,2643,34,51
9,1982,7,12
29,441,30,48
4,777,8,12
11,1773,13,20
68,497,17,22
28,906,14,23
76,2560,12,20
49,2322,23,44
81,1529,11,17
49,2517,99,297
17,354,19,33
88,2474,21,43
66,2455,53,85
82,2368,34,82
68,51,28,49
47,994,12,19
32,1781,20,33
25,1318,50,149
68,725,44,61
17,300,28,43
29,2375,24,38
79,1118,26,44
9,2680,9,15
52,1606,21,33
41,1115,22,35
79,2301,14,23
43,2635,23,40
38,2634,13,28
86,1810,25,42
36,767,21,33
80,1484,15,23
73,2523,13,21
73,439,13,20
40,885,19,31
22,2063,7,10
55,1728,31,51
91,1597,14,21
47,1763,18,30
77,908,31,59
21,2765,14,22
60,28,28,45
47,1468,13,22
44,453,7,13
81,614,7,10
19,2519,26,57
76,2467,24,38
57,500,23,33
74,2733,12,19
63,2764,7,13
81,2450,8,14
14,2415,6,10
72,1841,9,15
53,2319,82,74
42,900,18,28
34,1658,19,31
12,1595,17,33
89,2379,19,30
73,304,21,33
90,149,12,20
38,1294,11,19
56,1560,12,18
40,1634,28,45
58,382,11,18
71,1599,25,49
56,2718,19,38
9,115,13,21
69,1619,15,24
82,2259,6,10
33,2428,66,232
40,986,19,31
5,1640,7,12
40,942,10,18
66,218,66,243
30,2369,38,56
74,1583,6,11
55,1686,18,29
72,506,24,38
66,1368,15,25
42,1337,8,14
49,1213,99,114
53,144,13,20
92,1305,13,21
54,1472,20,33
61,2110,76,222
31,2510,16,34
38,2436,12,19
11,2157,23,62
9,868,18,23
59,2466,6,9
36,1258,12,19
37,399,8,14
9,2548,17,25
33,51,16,25
15,2637,5,9
17,2312,13,21
15,619,30,39
20,1895,21,33
33,2290,23,31
51,958,14,23
19,1355,38,73
80,1459,12,20
88,2541,22,40
47,727,5,9
43,1089,20,34
20,1877,17,26
61,1944,15,24
70,1460,10,16
54,1986,90,300
25,591,17,40
70,2761,20,34
25,552,13,21
21,398,15,30
8,2758,14,22
58,2477,32,51
88,550,15,23
78,2256,41,84
85,1519,22,34
40,357,18,29
60,1618,14,28
85,123,14,22
78,1617,12,19
84,153,17,30
53,351,15,24
58,1461,16,26
50,2457,14,23
20,1588,5,8
41,2358,16,25
59,2653,16,26
49,2721,7,11
8,261,14,23
86,120,25,41
51,572,27,43
40,2483,20,29
14,603,8,13
45,923,9,16
14,261,28,44
49,1199,99,137
74,2445,16,25
62,28,15,25
80,291,37,64
54,455,11,17
74,2507,19,31
8,1285,16,27
35,2685,14,23
40,158,8,14
32,2331,11,18
54,365,19,31
28,21,28,35
68,2139,33,46
32,978,65,95
40,2775,14,24
49,1155,39,60
88,1870,21,37
83,195,4,8
82,2285,15,24
52,1846,10,18
27,374,55,91
8,1528,16,35
30,563,13,21
29,842,14,23
8,2157,17,29
6,1723,13,23
10,1288,9,14
59,1083,18,34
8,2019,17,35
78,438,16,27
38,191,77,248
37,12,14,21
16,1761,20,31
87,364,17,28
11,1381,12,13
84,754,29,38
84,491,13,21
76,1410,22,34
75,546,31,49
89,2776,19,31
47,1421,6,12
60,2104,22,30
53,304,16,26
38,2761,49,62
80,2100,19,30
22,2313,23,35
70,1537,11,18
67,1462,20,32
10,869,20,32
65,2282,11,17
43,1486,53,84
31,654,6,11
69,971,10,17
12,1412,12,19
55,2399,16,26
83,1444,32,63
7,346,9,14
80,1515,19,28
47,1009,13,22
43,644,8,13
91,384,15,32
52,59,34,55
27,2383,7,12
13,2325,26,67
11,1105,19,35
59,2429,4,8
18,745,8,12
75,2156,24,38
82,2456,17,27
13,2318,20,32
36,1569,22,44
82,1176,23,36
26,688,16,25
39,63,16,25
27,172,16,28
90,156,18,33
6,790,6,10
60,869,16,28
19,1215,11,18
48,1935,20,32
22,1479,10,16
31,172,28,44
90,619,18,37
22,536,8,15
48,955,9,15
45,1709,10,14
85,81,12,20
20,256,9,15
82,2035,34,45
56,386,26,42
54,758,14,23
62,952,7,12
60,1470,55,85
11,2625,4,8
79,2761,40,61
27,256,6,11
58,2162,23,37
90,1964,17,26
77,872,43,166
86,722,10,15
81,675,35,145
49,264,99,107
34,2659,19,30
21,2758,15,23
26,835,52,84
80,1825,37,73
78,2333,17,27
34,127,20,32
93,2673,12,24
5,1547,11,22
67,1509,26,42
70,501,8,14
50,2140,21,33
72,1206,30,48
11,139,23,40
53,446,16,27
90,968,18,35
41,1227,44,71
87,400,11,19
83,532,29,45
85,19,27,38
48,1563,96,166
25,1456,20,32
41,461,38,49
32,950,13,21
62,257,14,21
90,2289,18,31
52,668,11,18
28,104,10,16
6,235,13,23
53,102,15,26
23,529,16,26
60,1822,78,310
76,1740,44,68
56,1645,62,158
32,1285,27,43
65,1979,7,11
69,187,15,24
17,2313,35,73
70,279,27,42
65,2633,11,19
43,1202,13,31
46,2528,15,24
22,1090,19,31
45,2249,15,23
72,1474,5,9
38,402,16,25
88,1158,21,34
71,1028,22,36
45,1837,15,24
45,1387,18,29
67,1245,24,38
29,1134,9,14
25,357,17,28
76,249,7,13
27,860,12,20
89,1392,13,22
85,814,9,15
45,21,20,32
15,140,8,12
44,1436,12,19
62,2658,17,28
69,2647,12,17
11,1923,23,39
39,1467,44,70
49,2415,99,233
19,2349,39,127
11,1509,11,18
11,1954,7,14
55,1351,22,36
63,719,6,10
79,315,6,12
65,814,11,19
79,1303,22,37
63,289,8,14
55,795,12,20
9,2778,19,28
57,1357,8,14
30,1394,18,29
31,1980,18,28
18,929,37,70
45,1971,19,32
84,411,18,29
53,589,15,24
76,1388,8,13
77,2564,35,56
18,1900,26,41
73,1672,13,22
18,1482,26,41
41,522,23,37
22,479,26,43
82,1364,34,76
87,2718,6,11
60,1211,28,54
36,1570,30,59
69,613,14,23
53,1322,26,43
8,2418,16,33
54,123,16,22
60,947,16,25
56,2001,9,14
12,624,24,49
40,480,9,14
85,1141,25,27
13,1647,26,50
50,23,7,11
8,119,16,34
23,2443,8,13
17,304,17,28
19,723,39,83
33,2502,11,19
49,394,99,126
22,1942,37,58
13,1102,26,41
49,2508,99,181
34,1064,69,112
72,1985,9,15
69,1974,9,16
85,2672,28,49
30,1231,17,27
16,1773,5,10
16,2539,11,17
12,1859,24,43
8,561,14,22
85,2740,20,32
86,1073,26,44
83,1276,31,50
55,2365,6,12
15,2626,9,15
91,2264,10,17
13,2532,16,25
17,449,18,29
61,2657,18,29
50,62,28,45
35,482,5,9
69,103,59,57
11,2307,8,14
66,1622,21,33
12,1573,7,12
52,2078,26,41
61,493,6,10
90,2503,15,24
30,2517,14,21
61,663,75,78
79,211,11,17
52,1623,8,17
83,380,21,34
90,311,16,25
67,367,15,25
33,1505,11,18
55,2492,8,14
66,2397,9,14
33,1937,10,15
48,1716,9,14
18,2589,6,10
38,1366,14,23
40,1912,25,28
11,2502,7,14
17,373,18,30
49,2522,34,55
49,1641,99,169
9,1650,18,38
92,2752,14,31
28,1355,18,29
77,394,5,9
63,435,6,11
61,1384,10,18
44,2387,9,15
43,466,10,17
85,2382,16,25
89,2063,19,43
92,640,13,24
71,2317,21,39
39,1253,56,88
37,769,74,92
15,512,8,13
6,2606,13,25
45,139,90,172
33,2524,8,13
17,2397,15,26
37,1510,9,15
37,145,16,25
53,1511,79,191
81,1460,35,58
43,685,30,55
74,670,8,14
81,2387,29,46
22,1372,33,52
88,564,21,42
78,250,8,14
35,1825,13,21
73,2437,13,13
7,1787,14,24
17,264,16,33
44,2144,18,29
70,2708,30,47
11,1306,22,33
81,2213,18,29
7,1267,5,9
38,2460,77,190
11,1199,16,26
68,2620,22,36
41,2435,10,17
77,2330,12,19
23,2300,21,42
61,2090,8,13
80,1586,21,33
42,2278,44,63
18,1611,37,65
